SampleID,ChromatographyAndPhase,MassSpectrometer,HealthStatus
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF3_01_1269.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF6_01_1272.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG2_01_1280.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG6_01_1284.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH1_01_1291.mzXML,reverse phase (C18),impact Series,unknown
MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH5_01_1295.mzXML,reverse phase (C18),impact Series,unknown
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA11_01_1317.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA9_01_1315.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB10_01_1328.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB6_01_1324.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB7_01_1325.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC10_01_1340.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC11_01_1341.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC2_01_1332.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC3_01_1333.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC4_01_1334.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC5_01_1335.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC6_01_1336.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC7_01_1337.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC8_01_1338.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC9_01_1339.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD10_01_1352.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD11_01_1353.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD2_01_1344.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD3_01_1345.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD4_01_1346.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD5_01_1347.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD6_01_1348.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD7_01_1349.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD8_01_1350.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD9_01_1351.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE10_01_1364.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE12_01_1366.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE1_01_1355.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE2_01_1356.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE3_01_1357.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE4_01_1358.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE5_01_1359.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE6_01_1360.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE7_01_1361.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE8_01_1362.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE9_01_1363.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF10_01_1376.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF11_01_1377.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF12_01_1378.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF1_01_1367.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF2_01_1368.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF3_01_1369.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF4_01_1370.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF5_01_1371.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF6_01_1372.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF7_01_1373.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF8_01_1374.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF9_01_1375.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG10_01_1388.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG11_01_1389.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG12_01_1390.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG1_01_1379.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG2_01_1380.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG3_01_1381.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG4_01_1382.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG6_01_1384.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG7_01_1385.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BG9_01_1387.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH10_01_1400.mzXML,reverse phase (C18),impact Series,unknown
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH11_01_1401.mzXML,reverse phase (C18),impact Series,unknown
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH1_01_1391.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH2_01_1392.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH4_01_1394.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH5_01_1395.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH6_01_1396.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH7_01_1397.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH8_01_1398.mzXML,reverse phase (C18),impact Series,healthy
MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH9_01_1399.mzXML,reverse phase (C18),impact Series,unknown
MSV000079825/ccms_peak/Trace detection_Reproducibility_10 volunteers_mzXML/Volunteer 37 Hand/Plate1_Vol 37_Hand_GF1_01_2623.mzXML,reverse phase (C18),impact Series,healthy
MSV000079825/ccms_peak/Trace detection_Reproducibility_10 volunteers_mzXML/Volunteer 37 Hand/Plate1_Vol 37_Hand_GF7_01_2668.mzXML,reverse phase (C18),impact Series,healthy
MSV000079825/ccms_peak/Trace detection_Reproducibility_10 volunteers_mzXML/Volunteer 37 Phone/Plate2_Vol 37_Phone_GF12_01_2695.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Blood_GA2_01_21730.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Cecum3_GD12_01_21783.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Cecum4_GE1_01_21786.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Colon3_GE6_01_21791.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Colon3_GE6_01_21792.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Colon4_GE7_01_21793.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Colon6_GE9_01_21795.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo1_GC4_01_21761.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo2_GC5_01_21762.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo3_GC6_01_21763.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo4_GC7_01_21764.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo5_GC8_01_21765.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Duo6_GC9_01_21766.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Heart2_GG4_01_21818.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile1_GD4_01_21775.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile2_GD5_01_21776.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile3_GD6_01_21777.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile4_GD7_01_21778.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile5_GD8_01_21779.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Ile6_GD9_01_21780.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju1_GC10_01_21767.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju2_GC11_01_21768.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju3_GC12_01_21769.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju4_GD1_01_21772.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju5_GD2_01_21773.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Jeju6_GD3_01_21774.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Liver2_GB6_01_21749.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Liver3_GB7_01_21750.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Liver4_GB8_01_21751.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Liver5_GB9_01_21752.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Pancreas1_GB10_01_21753.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Pancreas2_GB11_01_21754.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Pancreas3_GB12_01_21755.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF1/GF1_Stomach2_GC2_01_21759.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Cecum1_BD10_01_22026.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Cecum2_BD11_01_22027.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Colon5_BE8_01_22038.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Colon6_BE9_01_22039.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Duo1_BC4_01_22006.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Duo2_BC5_01_22007.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Duo3_BC6_01_22008.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile1_BD4_01_22020.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile2_BD5_01_22021.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile3_BD6_01_22022.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile4_BD7_01_22023.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile5_BD8_01_22024.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Ile6_BD9_01_22025.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Jeju1_BC10_01_22012.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Jeju2_BC11_01_22013.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Jeju3_BC12_01_22014.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Jeju4_BD1_01_22017.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Liver2_BB6_01_21994.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Liver4_BB8_01_21996.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Liver5_BB9_01_21997.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Pancreas1_BB10_01_21998.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF2/GF2_Pancreas2_BB11_01_21999.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Cecum1_BD10_01_22252.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Cecum2_BD11_01_22253.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Cecum4_BE1_01_22257.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Colon2_BE5_01_22261.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Colon3_BE6_01_22262.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Colon4_BE7_01_22263.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo1_BC4_01_22232.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo2_BC5_01_22233.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo3_BC6_01_22234.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo4_BC7_01_22235.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo5_BC8_01_22236.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Duo6_BC9_01_22237.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Gall_BB4_01_22218.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Ile2_BD5_01_22247.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Ile3_BD6_01_22248.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Ile4_BD7_01_22249.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Ile5_BD8_01_22250.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Ile6_BD9_01_22251.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Jeju1_BC10_01_22238.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Jeju2_BC11_01_22239.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Jeju3_BC12_01_22240.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Jeju6_BD3_01_22245.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Pancreas1_BB10_01_22224.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF3/GF3_Pancreas2_BB11_01_22225.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Brain4_BH12_01_22536.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Cecum1_BD10_01_22478.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Cecum2_BD11_01_22479.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Cecum3_BD12_01_22480.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Colon2_BE5_01_22487.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Colon3_BE6_01_22488.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Colon4_BE7_01_22489.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Colon5_BE8_01_22490.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Colon6_BE9_01_22491.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo1_BC4_01_22458.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo2_BC5_01_22459.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo3_BC6_01_22460.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo4_BC7_01_22461.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo5_BC8_01_22462.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Duo6_BC9_01_22463.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Heart2_BG4_01_22514.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Heart4_BG6_01_22516.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile1_BD4_01_22472.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile2_BD5_01_22473.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile3_BD6_01_22474.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile4_BD7_01_22475.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile5_BD8_01_22476.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Ile6_BD9_01_22477.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Jeju1_BC10_01_22464.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Jeju2_BC11_01_22465.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Jeju3_BC12_01_22466.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Jeju5_BD2_01_22470.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Jeju6_BD3_01_22471.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Kid2_BE12_01_22494.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Kid3_BF1_01_22497.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Liver1_BB5_01_22445.mzXML,reverse phase (C18),impact Series,unknown
MSV000079949/ccms_peak/3D_Mouse_GF_SPF/GF4/GF4_Liver2_BB6_01_22446.mzXML,reverse phase (C18),impact Series,unknown
